Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Sanjeev Saini,4,31 March 2025,excellent service 💯,Josh Team,1 April 2025,"('N/A', 'N/A')"
Sanoja Garments,5,30 March 2025,Good,Josh Team,30 March 2025,"('N/A', 'N/A')"
Imtishal Qureshi,5,29 March 2025,great app,Josh Team,30 March 2025,"('N/A', 'N/A')"
Avinash Yadav,5,29 March 2025,good 😌,Josh Team,29 March 2025,"('N/A', 'N/A')"
Mohd Iqbal,5,28 March 2025,ok,Josh Team,29 March 2025,"('N/A', 'N/A')"
B Thirupathi,5,28 March 2025,super,Josh Team,28 March 2025,"('N/A', 'N/A')"
Guddu Sharma,4,28 March 2025,यह अच्छा है परन्तु इसमें विडियो को माॅडेरेट कर दिया जाता है!,Josh Team,28 March 2025,"('N/A', 'N/A')"
Mahadeva H S,5,26 March 2025,very good,Josh Team,27 March 2025,"('N/A', 'N/A')"
Anurag Ji,5,26 March 2025,Very good job,Josh Team,26 March 2025,"('N/A', 'N/A')"
Appaji Shantha,5,25 March 2025,Mast time pass app thanks yes.,Josh Team,25 March 2025,1 person found this review helpful
Neha Sharma,5,24 March 2025,supper as application,Josh Team,25 March 2025,"('N/A', 'N/A')"
Shivam K,5,24 March 2025,amazing,Josh Team,24 March 2025,"('N/A', 'N/A')"
Juyel Rana,5,23 March 2025,good,Josh Team,24 March 2025,"('N/A', 'N/A')"
Ekta Dubey,5,23 March 2025,it is very good game,Josh Team,24 March 2025,"('N/A', 'N/A')"
HARDEV Kumar HARDEV Kumar,5,23 March 2025,Bina NET ka chale,Josh Team,24 March 2025,"('N/A', 'N/A')"
Suresh Kumar,5,23 March 2025,bast app,Josh Team,23 March 2025,"('N/A', 'N/A')"
hoysala life,4,22 March 2025,ok,Josh Team,23 March 2025,"('N/A', 'N/A')"
kanasugara ravi,5,22 March 2025,super,Josh Team,22 March 2025,"('N/A', 'N/A')"
Kumar Bhaskar,1,22 March 2025,अब वो बात नहीं रही,Josh Team,22 March 2025,"('N/A', 'N/A')"
A Google user,1,22 March 2025,I cannot even know the language 1star,Josh Team,22 March 2025,"('N/A', 'N/A')"
Sanku Das,5,21 March 2025,very nice short video app. My 4 years exeprence josh app মে.,Josh Team,21 March 2025,12 people found this review helpful
Thakor _18,5,21 March 2025,💪💪❤️💯,Josh Team,21 March 2025,"('N/A', 'N/A')"
Arvind Classes Gorakhpur,5,21 March 2025,very nice 👍,Josh Team,21 March 2025,"('N/A', 'N/A')"
Madhuri Pathak,5,20 March 2025,best app,Josh Team,21 March 2025,"('N/A', 'N/A')"
Suresh Raikwar,5,20 March 2025,osam,Josh Team,20 March 2025,"('N/A', 'N/A')"
sudhir kumar singh,5,20 March 2025,Mast App h,Josh Team,20 March 2025,"('N/A', 'N/A')"
Priyanshu Rana,5,19 March 2025,nice,Josh Team,20 March 2025,"('N/A', 'N/A')"
THANGAM RAJ,5,19 March 2025,super,Josh Team,19 March 2025,"('N/A', 'N/A')"
Dharamraj,5,19 March 2025,best application,Josh Team,19 March 2025,"('N/A', 'N/A')"
Udbhav Rao,1,17 March 2025,"Trash app,no.use overall",Josh Team,18 March 2025,"('N/A', 'N/A')"
Abhay Singh,4,17 March 2025,GOOD AAP BUT NOT BEST IN HINDI YA AAP ACHA HA PAR SABASA ACHA NHI GALTI BATAOO IN HINDI,Josh Team,18 March 2025,"('N/A', 'N/A')"
Dasrath Sah,1,15 March 2025,Bekar app,Josh Team,15 March 2025,"('N/A', 'N/A')"
Rana Dth Tips,5,15 March 2025,Nice,Josh Team,15 March 2025,"('N/A', 'N/A')"
Himanshu Prajapati,5,14 March 2025,Super slow,Josh Team,15 March 2025,"('N/A', 'N/A')"
Kabin sarkar Mithun sarkar,5,14 March 2025,I like josh video app,Josh Team,14 March 2025,"('N/A', 'N/A')"
pankaj educator,1,13 March 2025,Chor app,Josh Team,14 March 2025,"('N/A', 'N/A')"
Nagaraj Thala,5,13 March 2025,Ji👌,Josh Team,14 March 2025,"('N/A', 'N/A')"
Ramu miryalkar,1,13 March 2025,I didn't like josh because iam uploaded 156 above videos on this app before 1 year and 2 months back I deleted the app and when I installed this app then all videos are not presented it's very bad 😏😔🥺,Josh Team,14 March 2025,1 person found this review helpful
Nayeem Khan,5,13 March 2025,Best app Josh,Josh Team,14 March 2025,"('N/A', 'N/A')"
jaibir singh,5,13 March 2025,Very nice❤️❤️❤️🤩🤩,Josh Team,13 March 2025,"('N/A', 'N/A')"
Naresh Mahawar,5,12 March 2025,Very nice,Josh Team,13 March 2025,"('N/A', 'N/A')"
Buddh Kailash (Buddhist),5,12 March 2025,गुड,Josh Team,13 March 2025,"('N/A', 'N/A')"
Prashanth Pacchi,5,12 March 2025,Super very useful and plz add more followers 🙏,Josh Team,12 March 2025,3 people found this review helpful
Nikulpamrar Pamrar,5,12 March 2025,Be so eziCt,Josh Team,12 March 2025,"('N/A', 'N/A')"
NITISH 88,5,12 March 2025,Very Good 👍,Josh Team,12 March 2025,"('N/A', 'N/A')"
Neeraj Kamboj,5,11 March 2025,Ok,Josh Team,12 March 2025,"('N/A', 'N/A')"
Nilam Kanthariya,5,11 March 2025,Superb app 👌,Josh Team,11 March 2025,"('N/A', 'N/A')"
Laxman Rajput,5,11 March 2025,Nice nice apps beautiful show Josh live calls & Rate this app,Josh Team,11 March 2025,"('N/A', 'N/A')"
aman kumar,1,11 March 2025,This app is very nice and easy to use i love this. App,Josh Team,11 March 2025,"('N/A', 'N/A')"
Syed Mohammad Kashif,1,10 March 2025,Best app,Josh Team,11 March 2025,"('N/A', 'N/A')"
Aayan khan,3,10 March 2025,Exllent,Josh Team,10 March 2025,"('N/A', 'N/A')"
Raja Molla,5,10 March 2025,I never found this app the life againI never found this app the life again. This is app is so fun..This is app is so fun,Josh Team,10 March 2025,"('N/A', 'N/A')"
Sunil Hingmire,4,9 March 2025,Nice,Josh Team,10 March 2025,"('N/A', 'N/A')"
Ramana Harasa,5,9 March 2025,Good,Josh Team,10 March 2025,"('N/A', 'N/A')"
Suraj Jaiswal,5,9 March 2025,Hello humko Josh four views online aana hai kaise payenge,Josh Team,10 March 2025,"('N/A', 'N/A')"
SOMIR. UL ẞK,1,9 March 2025,Bhai tik tok,Josh Team,9 March 2025,"('N/A', 'N/A')"
ramesh t,5,9 March 2025,Good,Josh Team,9 March 2025,"('N/A', 'N/A')"
Sabyasachi Amitav,5,8 March 2025,"Josh app is amazing! It's easy to use, has great content, and runs smoothly. The variety of videos keeps me engaged every time, and the Dreamcall facility adds a unique touch to the experience.",Josh Team,9 March 2025,317 people found this review helpful
Jai ram Rishi,5,8 March 2025,Nice ऐप,Josh Team,8 March 2025,"('N/A', 'N/A')"
Rahul Patel,5,7 March 2025,Nice 👍 app,Josh Team,7 March 2025,"('N/A', 'N/A')"
Masum Reja,5,7 March 2025,Nice,Josh Team,7 March 2025,"('N/A', 'N/A')"
Alexander Kh,1,6 March 2025,when i look at this app it shows S3xy things ...,Josh Team,6 March 2025,"('N/A', 'N/A')"
Indra Kumar,5,6 March 2025,Very nice app,Josh Team,6 March 2025,"('N/A', 'N/A')"
Kushi Arya,4,6 March 2025,Gud conversation app audio chat I like,Josh Team,6 March 2025,6 people found this review helpful
Abir Seal,3,5 March 2025,"Hi! I am facing a issue, please help. I can not link my Instagram account to my Josh account. Its showing > Invalid request : request parameters are invalid : Invalid scope : user_profile. Please help me",Josh Team,5 March 2025,45 people found this review helpful
Samir Shake,5,4 March 2025,It's the best thing I had ever s3en it's none-wifi app I can use it when ever I want 😌 #best app😌🥰😄✅,Josh Team,5 March 2025,23 people found this review helpful
Appaji BNY,5,4 March 2025,Very very very good app to use,Josh Team,4 March 2025,1 person found this review helpful
Rahamathullah KM,4,4 March 2025,Fine super good,Josh Team,4 March 2025,"('N/A', 'N/A')"
vasu dev,5,4 March 2025,Good,Josh Team,4 March 2025,"('N/A', 'N/A')"
K Seshu,5,2 March 2025,Super app fun and enjoy unlimited Thankyou.,Josh Team,2 March 2025,5 people found this review helpful
Prashant Mhamunkar,5,2 March 2025,ये भावा मस्त् आह्य्,Josh Team,2 March 2025,"('N/A', 'N/A')"
Shakti Sharma,4,1 March 2025,Very nice,Josh Team,2 March 2025,"('N/A', 'N/A')"
Syed Rehan,3,28 February 2025,♥️ Faizan🥀,Josh Team,1 March 2025,"('N/A', 'N/A')"
Md rabani,5,28 February 2025,I need meney coins please,Josh Team,1 March 2025,"('N/A', 'N/A')"
Samir Panda,5,28 February 2025,"I have given this app a 5 rating because as before I was a user of these app I have almost 80k followers,and this was so nice,those who are giving bad rating they do not made any video that's why they do not have any followers that's why the are complaining,I will support this app for sure.",Josh Team,28 February 2025,49 people found this review helpful
Bhagesree Ghotake,5,28 February 2025,Nice app,Josh Team,28 February 2025,"('N/A', 'N/A')"
Mo Anas,1,27 February 2025,My account has been suspended 😞,Josh Team,28 February 2025,"('N/A', 'N/A')"
Dinesh Kathad,5,27 February 2025,Enjoy life,Josh Team,27 February 2025,"('N/A', 'N/A')"
Banwari Prajapati,5,27 February 2025,Ek dam mast,Josh Team,27 February 2025,"('N/A', 'N/A')"
Aadil__ khan,5,26 February 2025,Best app,Josh Team,27 February 2025,"('N/A', 'N/A')"
Verse innovation Josh,5,26 February 2025,Very nice ya,Josh Team,27 February 2025,"('N/A', 'N/A')"
Kamlesh Prajapati,4,26 February 2025,मस्त हैं,Josh Team,26 February 2025,"('N/A', 'N/A')"
Parth Solanki,5,25 February 2025,App ok rs 2000,Josh Team,26 February 2025,1 person found this review helpful
Pankaj Kumar,5,25 February 2025,Nice,Josh Team,25 February 2025,1 person found this review helpful
OR FOUNDATIONS,1,25 February 2025,No customer care no for support,Josh Team,25 February 2025,"('N/A', 'N/A')"
all in one,5,24 February 2025,❤❤❤,Josh Team,24 February 2025,"('N/A', 'N/A')"
Rinku Devi,5,23 February 2025,Very nice app,Josh Team,23 February 2025,"('N/A', 'N/A')"
rajbhanpoddar,5,22 February 2025,Good Server,Josh Team,23 February 2025,"('N/A', 'N/A')"
Bharath,5,22 February 2025,Super,Josh Team,22 February 2025,"('N/A', 'N/A')"
Mani Muniappan,5,22 February 2025,Good,Josh Team,22 February 2025,"('N/A', 'N/A')"
Rocky1977,5,22 February 2025,Very nice,Josh Team,22 February 2025,"('N/A', 'N/A')"
Sksakef Sk,5,21 February 2025,Nais,Josh Team,22 February 2025,"('N/A', 'N/A')"
Ram naresh Prasad,5,21 February 2025,Wonderful and admiring👍😃🙋,Josh Team,21 February 2025,"('N/A', 'N/A')"
Pratap Mahanta,5,20 February 2025,nice app,Josh Team,21 February 2025,"('N/A', 'N/A')"
Arman esrar,5,20 February 2025,Nice Josh app,Josh Team,20 February 2025,"('N/A', 'N/A')"
Suman Singh,5,19 February 2025,Very nice,Josh Team,20 February 2025,"('N/A', 'N/A')"
Prajwal Talageri,3,19 February 2025,ಸೂಪರ್,Josh Team,20 February 2025,"('N/A', 'N/A')"
Abdul Barek,5,19 February 2025,Very nice,Josh Team,19 February 2025,"('N/A', 'N/A')"
azm mk,1,18 February 2025,Old content can't see ..they are hidding,Josh Team,19 February 2025,"('N/A', 'N/A')"
Pavan Kumar s,4,18 February 2025,Good 😊,Josh Team,19 February 2025,"('N/A', 'N/A')"
Dolly Deka,1,18 February 2025,Not like at all.your team blocked my I'd and I loss my all receiving coins and added timing also .you team not done with me ....I am leaving your application and with me 100 people also leave your application..you will lose me,Josh Team,19 February 2025,1 person found this review helpful
Nikhil Morey,4,18 February 2025,Good for entertainment,Josh Team,19 February 2025,"('N/A', 'N/A')"
Muzammil Sheikh,5,17 February 2025,Yeh app mai 2 saal s use kr rh hu or yaha per team josh meri Video ko support kr rh h dhere dhere,Josh Team,17 February 2025,"('N/A', 'N/A')"
Saraj Sandhu,3,17 February 2025,Nice,Josh Team,17 February 2025,"('N/A', 'N/A')"
Ashraf Jamal,5,17 February 2025,Excellent,Josh Team,17 February 2025,"('N/A', 'N/A')"
Upendra Choudhari,1,17 February 2025,Best,Josh Team,17 February 2025,"('N/A', 'N/A')"
Ikbal Hossain,5,17 February 2025,Ok,Josh Team,18 February 2025,"('N/A', 'N/A')"
HEXA Tetrus999,4,16 February 2025,"Pls show hot sexy reels ,cause only simple reels can't give enjoy to me ND us pls help",Josh Team,17 February 2025,6 people found this review helpful
Anil Prajapati,5,16 February 2025,Nice,Josh Team,18 February 2025,"('N/A', 'N/A')"
HASRAT SHAIKH,5,16 February 2025,Very very nice app,Josh Team,17 February 2025,"('N/A', 'N/A')"
Hb raht gaming,5,16 February 2025,Good app and shors,Josh Team,16 February 2025,"('N/A', 'N/A')"
harsh jha,5,16 February 2025,Nice,Josh Team,16 February 2025,"('N/A', 'N/A')"
Buri Sisodiya,4,16 February 2025,अभी मेरी शुरुवात है जोश पर मेरे इंस्ट्रग्राम पर लगभग 60 k फॉलोवर और फेसबुक पर 50 k फॉलोवर हे road King mp70 के नाम से आईडी हे और जोश पर भी यही नाम से road king mp70 है में शुरुवात में ही जोश को 4 स्टार दूंगा क्योंकि ये भारतीय एप है,Josh Team,16 February 2025,"('N/A', 'N/A')"
SACHIN MEENA Byadwal,1,16 February 2025,Nice 👍🙂,Josh Team,16 February 2025,"('N/A', 'N/A')"
rahim,5,16 February 2025,Good,Josh Team,16 February 2025,"('N/A', 'N/A')"
AKASH BOSS,5,15 February 2025,டிக் டொக் ஓட சூப்பர் இருக்குக்க,Josh Team,15 February 2025,"('N/A', 'N/A')"
Kasim Malik,4,15 February 2025,Good👍,Josh Team,15 February 2025,"('N/A', 'N/A')"
Shridhar Nidagundi,5,15 February 2025,Super,Josh Team,15 February 2025,"('N/A', 'N/A')"
Amanullah Aman,5,14 February 2025,Good,Josh Team,15 February 2025,"('N/A', 'N/A')"
Mohammad Rafi,5,14 February 2025,Nice 👍,Josh Team,14 February 2025,"('N/A', 'N/A')"
Poorvi Singh,5,14 February 2025,Great appreciation...bhut hi sundar..,Josh Team,14 February 2025,"('N/A', 'N/A')"
Ravi Kumar,5,14 February 2025,Good,Josh Team,14 February 2025,"('N/A', 'N/A')"
monu # singh,1,14 February 2025,ये भी रूपए मांगता है,Josh Team,14 February 2025,"('N/A', 'N/A')"
Jahid Khan,5,13 February 2025,Nice,Josh Team,14 February 2025,"('N/A', 'N/A')"
Ravi Bandey,5,13 February 2025,Achha hai,Josh Team,14 February 2025,"('N/A', 'N/A')"
McLaren XT,5,13 February 2025,Very good,Josh Team,13 February 2025,"('N/A', 'N/A')"
Vijay Kumar,5,12 February 2025,Nice 👍👍👍👍👍👍👍👍,Josh Team,13 February 2025,"('N/A', 'N/A')"
PAREKH SANJAY BHAI,5,12 February 2025,👍,Josh Team,12 February 2025,"('N/A', 'N/A')"
Ranjeet Rajput,5,12 February 2025,Toconnectto ll,Josh Team,12 February 2025,"('N/A', 'N/A')"
B Dash,5,11 February 2025,Good,Josh Team,12 February 2025,"('N/A', 'N/A')"
Aarti Sen,5,11 February 2025,Good app,Josh Team,12 February 2025,"('N/A', 'N/A')"
Ramakant Kumar,5,11 February 2025,Good 👍,Josh Team,12 February 2025,"('N/A', 'N/A')"
Sobahan Ali,5,11 February 2025,You are not eligible for the creator pro for more information please reach outyourfriend@myjosh in,Josh Team,12 February 2025,"('N/A', 'N/A')"
Mustak Khan,4,11 February 2025,Good,Josh Team,11 February 2025,"('N/A', 'N/A')"
Gulshan Saini,5,11 February 2025,Good,Josh Team,11 February 2025,"('N/A', 'N/A')"
Paswan Ji,5,11 February 2025,Jab bhi Mai ek video status ko upload hone jyada views nahi ja raha hai aur moderated ho jara raha kripya ise thik kare,Josh Team,11 February 2025,"('N/A', 'N/A')"
ALLIYA FATHEMA FAISAL KURESHI,5,11 February 2025,Very good,Josh Team,11 February 2025,"('N/A', 'N/A')"
Dk prajapati,5,11 February 2025,Very good,Josh Team,11 February 2025,"('N/A', 'N/A')"
Kameshwar Yadav,5,10 February 2025,Very nice,Josh Team,11 February 2025,"('N/A', 'N/A')"
Fashahat Khan,5,10 February 2025,Good app hai,Josh Team,10 February 2025,"('N/A', 'N/A')"
Khushbu Gupta,5,10 February 2025,Very nice,Josh Team,10 February 2025,"('N/A', 'N/A')"
Himanshu Jha,5,10 February 2025,I am Josh creator is my I'd. _himanshujha11 follow please spot me Best app 😍 love you Josh ❤️,Josh Team,10 February 2025,"('N/A', 'N/A')"
Mukund,5,9 February 2025,Very good except me and you can do it app need,Josh Team,10 February 2025,"('N/A', 'N/A')"
Rose Mary,5,9 February 2025,Great app for entertainment purposes. Keep up the good work,Josh Team,9 February 2025,46 people found this review helpful
Prabhu N,5,9 February 2025,Best entertainment app i enjoy using josh app,Josh Team,9 February 2025,"('N/A', 'N/A')"
D J,5,9 February 2025,Good app,Josh Team,9 February 2025,"('N/A', 'N/A')"
Vikash Singh,5,8 February 2025,Nice app,Josh Team,9 February 2025,"('N/A', 'N/A')"
Dipu Jali,4,8 February 2025,Good,Josh Team,8 February 2025,"('N/A', 'N/A')"
Pravin Giri Giri,5,8 February 2025,I feeeelllllllll uppppppp......,Josh Team,8 February 2025,"('N/A', 'N/A')"
Mahender Kumar,5,7 February 2025,Very good app,Josh Team,8 February 2025,"('N/A', 'N/A')"
Md Modassir,5,7 February 2025,Nice app,Josh Team,8 February 2025,"('N/A', 'N/A')"
SERAJ ENGINEER,5,7 February 2025,Nice josh apps,Josh Team,7 February 2025,"('N/A', 'N/A')"
Aryn Sahani,5,7 February 2025,Very good,Josh Team,7 February 2025,"('N/A', 'N/A')"
Shivam Kumar,5,7 February 2025,Very nice,Josh Team,7 February 2025,"('N/A', 'N/A')"
Sahil Khanshab,5,7 February 2025,Nice,Josh Team,7 February 2025,"('N/A', 'N/A')"
Anilkumar Kandukuri,5,7 February 2025,Super entertainment app,Josh Team,7 February 2025,"('N/A', 'N/A')"
Dwivesh Ahirwar,5,6 February 2025,No1 Josh aap 🥰❤️,Josh Team,6 February 2025,"('N/A', 'N/A')"
Lukman Khan,5,6 February 2025,Nice Josh good Josh good badhiya achcha ek hai,Josh Team,6 February 2025,"('N/A', 'N/A')"
abul wafa ansari,1,6 February 2025,Worst aap plz don't download,Josh Team,6 February 2025,"('N/A', 'N/A')"
Krish Krish,1,5 February 2025,World's worst app,Josh Team,6 February 2025,"('N/A', 'N/A')"
Golu Khatri,5,5 February 2025,Wa 😮😀❤️,Josh Team,6 February 2025,"('N/A', 'N/A')"
Tirumala j J,4,5 February 2025,Nice,Josh Team,6 February 2025,"('N/A', 'N/A')"
Mafiya Dileep,5,5 February 2025,Nice aap,Josh Team,6 February 2025,"('N/A', 'N/A')"
Md Rubel,5,5 February 2025,Good,Josh Team,5 February 2025,"('N/A', 'N/A')"
murugan Murugan,5,5 February 2025,Nalla irukku,Josh Team,5 February 2025,"('N/A', 'N/A')"
gaurav sharma,5,5 February 2025,Excellent,Josh Team,5 February 2025,"('N/A', 'N/A')"
Jaydev Dodiya,1,5 February 2025,WORST APP DON'T WASTE YOUR TIME ON THIS APP. THIS APP IS FAKE,Josh Team,5 February 2025,"('N/A', 'N/A')"
sai sirf tere naam,1,5 February 2025,Maine 380 video upload kiya tha jisko Josh walo nen 375 video automatic delete kar dijiye Hain sequre app nai h,Josh Team,5 February 2025,4 people found this review helpful
Eaman Khan,5,4 February 2025,Naice ap,Josh Team,5 February 2025,"('N/A', 'N/A')"
Sushma S,5,4 February 2025,Good,Josh Team,4 February 2025,"('N/A', 'N/A')"
Joy Das,5,4 February 2025,nice,Josh Team,4 February 2025,"('N/A', 'N/A')"
Md Raja,5,4 February 2025,Very good 👍 app,Josh Team,4 February 2025,"('N/A', 'N/A')"
Basavaraj Kori,5,3 February 2025,ಗುಡ್ ಅಪ್ಲಿಕೇಶನ್,Josh Team,3 February 2025,"('N/A', 'N/A')"
Jitender Kumar Jitender Kumar,5,2 February 2025,Nice app,Josh Team,3 February 2025,"('N/A', 'N/A')"
Pramod Nayak,5,2 February 2025,Nice,Josh Team,3 February 2025,"('N/A', 'N/A')"
Dj riemx song,1,2 February 2025,"Diamond nahin a raha hai,💎💎💎💎💎💎",Josh Team,3 February 2025,"('N/A', 'N/A')"
Sakir Hosen Molla,5,2 February 2025,Hay Josh AP bahut hi achcha hai Joseph mein video achcha jeans pants milega,Josh Team,2 February 2025,"('N/A', 'N/A')"
Rajesh Kumar,5,2 February 2025,Good shot,Josh Team,2 February 2025,"('N/A', 'N/A')"
AKASH DK5577,5,2 February 2025,Good very Nick,Josh Team,2 February 2025,"('N/A', 'N/A')"
Piyush singh 732 vloger,5,2 February 2025,"We used to talk to the girl, it doesn't happen for free now, in this update the free girl is not getting cheated, Josh team please bring back that option, it was a very cool option, those who don't have a girlfriend can do it हल कर दो जोश टीम धन्यवाद 🙏🏻",Josh Team,2 February 2025,53 people found this review helpful
ranjan kumar,5,2 February 2025,Good experience on dream call,Josh Team,2 February 2025,"('N/A', 'N/A')"
Rahat Ali,5,2 February 2025,Sabse best app India mein,Josh Team,2 February 2025,"('N/A', 'N/A')"
Nisha Sharma,5,2 February 2025,This app is really awesome 😊,Josh Team,2 February 2025,"('N/A', 'N/A')"
Mr Mr786karu,5,2 February 2025,Namaste 🙏,Josh Team,2 February 2025,"('N/A', 'N/A')"
Sona Marskole,5,2 February 2025,Nice,Josh Team,2 February 2025,"('N/A', 'N/A')"
AMIT JHA,5,1 February 2025,Super,Josh Team,2 February 2025,"('N/A', 'N/A')"
šųbřãţã ķãř,5,1 February 2025,Good app,Josh Team,1 February 2025,"('N/A', 'N/A')"
gokul sathyan,1,1 February 2025,It's a useless and not a good app,Josh Team,1 February 2025,"('N/A', 'N/A')"
Michael Raj,5,31 January 2025,Happy 😁,Josh Team,1 February 2025,"('N/A', 'N/A')"
GOPAL RATHORE,5,31 January 2025,Very good 👍,Josh Team,31 January 2025,"('N/A', 'N/A')"
venkatesh dr,5,31 January 2025,Super,Josh Team,31 January 2025,"('N/A', 'N/A')"
Arti Kumari,4,31 January 2025,Good,Josh Team,31 January 2025,"('N/A', 'N/A')"
Rabin Singha,5,30 January 2025,Nice App,Josh Team,31 January 2025,"('N/A', 'N/A')"
Shahi Movie,5,30 January 2025,Supper se bhi upper,Josh Team,31 January 2025,"('N/A', 'N/A')"
Kumar S n s,5,30 January 2025,Good Citizens,Josh Team,31 January 2025,"('N/A', 'N/A')"
Latha Ks,5,30 January 2025,Good,Josh Team,30 January 2025,"('N/A', 'N/A')"
Rahila Dulott,5,30 January 2025,Ha ha ha,Josh Team,30 January 2025,"('N/A', 'N/A')"
Point Roy,5,29 January 2025,অপ,Josh Team,30 January 2025,"('N/A', 'N/A')"
Falmataa Ahimad,3,29 January 2025,👍👍,Josh Team,30 January 2025,"('N/A', 'N/A')"
Ranjita Creation,1,29 January 2025,Okvry good,Josh Team,30 January 2025,"('N/A', 'N/A')"
Golu kumar,1,29 January 2025,Very bad 👎 app video🎥 creator ke liye not working fast,Josh Team,30 January 2025,"('N/A', 'N/A')"
Moumita Roy,4,29 January 2025,Good,Josh Team,30 January 2025,"('N/A', 'N/A')"
Bhai Raj,5,29 January 2025,Good,Josh Team,29 January 2025,"('N/A', 'N/A')"
Mr Govind,5,29 January 2025,Good,Josh Team,29 January 2025,"('N/A', 'N/A')"
Anmol Jha,5,29 January 2025,Niceeeeee,Josh Team,29 January 2025,"('N/A', 'N/A')"
Er Pargonde ajitkumar Ashok,5,29 January 2025,Good 👍,Josh Team,29 January 2025,"('N/A', 'N/A')"
Mohammad Anas Qadri,5,28 January 2025,Good,Josh Team,29 January 2025,"('N/A', 'N/A')"
Sharad Pawar,5,28 January 2025,Nice app,Josh Team,29 January 2025,"('N/A', 'N/A')"
Abhijit Jadhav,5,28 January 2025,Good,Josh Team,28 January 2025,"('N/A', 'N/A')"
NOUSHADALI,5,27 January 2025,very good,Josh Team,28 January 2025,"('N/A', 'N/A')"
Mukesh Kumar,4,27 January 2025,Nice,Josh Team,28 January 2025,"('N/A', 'N/A')"
kundan Singh97,5,27 January 2025,Thank you Josh apps,Josh Team,27 January 2025,"('N/A', 'N/A')"
House City,5,27 January 2025,Good,Josh Team,27 January 2025,"('N/A', 'N/A')"
THE LX PRODUCTION,5,27 January 2025,Great experience,Josh Team,27 January 2025,"('N/A', 'N/A')"
Shine Attari,4,27 January 2025,Nice,Josh Team,27 January 2025,"('N/A', 'N/A')"
Krushna Maharana,4,26 January 2025,Good,Josh Team,27 January 2025,"('N/A', 'N/A')"
Samrat Bamniya,3,26 January 2025,Ok,Josh Team,27 January 2025,"('N/A', 'N/A')"
Avinash,1,26 January 2025,Spam app,Josh Team,27 January 2025,"('N/A', 'N/A')"
