Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Amresh Poddar,5,30 November 2024,Nice service,N/A,N/A,"('N/A', 'N/A')"
aman arora,5,29 November 2024,Very quick service,N/A,N/A,"('N/A', 'N/A')"
Santosh Sahni,5,29 November 2024,Very good delivery,N/A,N/A,"('N/A', 'N/A')"
Amit Mishra,5,27 November 2024,Good and fast delivery of Sim,N/A,N/A,"('N/A', 'N/A')"
Rishiraj Gupta,1,26 November 2024,"Fraud app. For a new sim card I tried all the pincode of my city and nothing is listed, says not deliverable. This app is just a click bait and nothing else. It deserves 0 star 👎👎👎👎👎",Prune DCS,27 November 2024,"('N/A', 'N/A')"
Sumit Singh,5,26 November 2024,"Service is so fast, received sim in 30 minutes",N/A,N/A,"('N/A', 'N/A')"
subhashakkii,5,23 November 2024,Sim Timely delivered best service,N/A,N/A,"('N/A', 'N/A')"
Nitesh Kumar yadav,1,22 November 2024,"I ordered sim on 17th Nov, 2024, Sim Got Delivered after delay of 3 days on 20th November, 2024 by delivery person due to distance of my residence (It should not be the reason) FRC Not done Till Evening 22nd November, 2024 I had Continuous follow up with prune but got Zero Output From last one week .... I got frustrated while dealing with your team for unnecessary reason .... Worst service from all the team members ...",Prune DCS,4 December 2024,"('N/A', 'N/A')"
Aadil Hussain,1,20 November 2024,Not available in our city. A mockery of being in a global village. Utter shame. Negative 🌟,Prune DCS,21 November 2024,"('N/A', 'N/A')"
Mama Dama,5,20 November 2024,Sim delivery guy was very helpful.,N/A,N/A,"('N/A', 'N/A')"
Neeraj Pandey,5,20 November 2024,very good experience,N/A,N/A,"('N/A', 'N/A')"
Amit Tomar,1,19 November 2024,Worst experience i ordered one bsnl sim till 3 days i didnt recieved the sim and than i have to cancel it than till now i didnt got the refund too and charging cancellation fees too worst exp.and worst they dont have any customer support too.,Prune DCS,20 November 2024,"('N/A', 'N/A')"
subhash kukreja,5,13 November 2024,Nice service 🌹💐💐💐,N/A,N/A,"('N/A', 'N/A')"
Hemminjoy Khongsai,5,11 November 2024,Good 👍,N/A,N/A,"('N/A', 'N/A')"
Gaurav Patankar,1,10 November 2024,If you can't deliver sim card even in metro cities then why do you ask for mobile permission and user data? First step should be your availability and then take user data.,Prune DCS,4 December 2024,3 people found this review helpful
Afsar Khan,5,8 November 2024,Good good service prune delivery,N/A,N/A,"('N/A', 'N/A')"
Shiv Kumar,5,8 November 2024,Good option for sim card at home.,N/A,N/A,"('N/A', 'N/A')"
Ravi Rajbhar,5,5 November 2024,Good service,N/A,N/A,"('N/A', 'N/A')"
Manoj Singh Negi,5,5 November 2024,Good experience,N/A,N/A,"('N/A', 'N/A')"
parasmani bhardwaj,5,5 November 2024,Thanks for fast Delivey But please give me my Money 2nd Time with withdrawal Amount 157. Money was withdrawn from the account twice but the order was not confirmed.,Prune DCS,5 November 2024,"('N/A', 'N/A')"
Prashant Verma,5,5 November 2024,Fast service,N/A,N/A,"('N/A', 'N/A')"
Kamlesh Yadav,5,5 November 2024,Best and easy to use Same time and instant delivery of sim Best prune service,Prune DCS,5 November 2024,"('N/A', 'N/A')"
Ajay Ajay (Ajay Ajay),5,2 November 2024,Fast good delivery,N/A,N/A,"('N/A', 'N/A')"
Radha Krishan,5,2 November 2024,my experience with this app was really good and the agent they assigned for me was very helpful and kind and did answered my all questions patiently and they delivered my sim same day . but before buying sim make sure to check the signal availablity in your area otherwise you can definitely try this app for sure,N/A,N/A,2 people found this review helpful
Salman Ansari,1,30 October 2024,"This is full of scam, kindly don't fall in that trapped,",Prune DCS,6 November 2024,"('N/A', 'N/A')"
Komal Gupta,4,30 October 2024,"Great option for BSNL SIM delivery! While it may not match the service standards of top e-commerce platforms, they get the job done. For a smooth experience, I recommend choosing full COD – pay only when you receive your SIM. Keep in mind, delivery can take longer than expected, and app control over your order is limited. No live support (phone or chat) is a downside, so stay aware. Overall, a reliable service if you manage expectations.",N/A,N/A,2 people found this review helpful
AMIT KAPOOR,5,30 October 2024,Fast delivery good,N/A,N/A,"('N/A', 'N/A')"
Mr Aman,5,29 October 2024,On time delivery my sim card good service,N/A,N/A,"('N/A', 'N/A')"
khizer khan,5,29 October 2024,"I would like to tell my experience so far, i been using this app from almost 6 months, i had a issue while recharge with QR but once i got connected with the customer service via whatsapp it was great help. They quickly resolved my issue, help with QR code if not showing up on app or website, i know out there we got lot of options but knowing that i can easily get a esim also i know it can be trusted make my life easy. Overall good experience.",Prune DCS,29 October 2024,5 people found this review helpful
CHEATERS HATERS,1,28 October 2024,Incorrect OTP while registering app,Prune DCS,29 October 2024,"('N/A', 'N/A')"
Op Gamer,5,28 October 2024,Good app !!!,N/A,N/A,"('N/A', 'N/A')"
vishal thakur,5,28 October 2024,Awesome,N/A,N/A,"('N/A', 'N/A')"
Lalji Badri Nath Tripathi,4,28 October 2024,Fast delivery,N/A,N/A,"('N/A', 'N/A')"
SANCHAYAN KAR,1,27 October 2024,not available in west bengal .. waste of time,Prune DCS,28 October 2024,"('N/A', 'N/A')"
rakesh halder,1,25 October 2024,Absolutely rubies. Kolkata's any pincode not deliverables!,Prune DCS,28 October 2024,"('N/A', 'N/A')"
Aashiya Parveen,5,25 October 2024,⭐⭐⭐⭐⭐ Good Job Fast Delivery,N/A,N/A,"('N/A', 'N/A')"
Prashant Gupta,1,25 October 2024,"Worst application I used till now It's been 12 days,I have requested for porting to BSNL, SIM was delivered same day but New sim is still not working. Porting was not done till now. KYC is not completed till now. I am not sure slow there process is. It's really very pathetic service I have seen till now.",Prune DCS,18 October 2024,10 people found this review helpful
sharad singh,5,25 October 2024,Nice app timely deliver,N/A,N/A,"('N/A', 'N/A')"
Wahida Inam,3,24 October 2024,Giving 3 stars becoz of Rajendra coz he helped me alot for the refund am not very satisfied with this application because I have to wait for more than 15 days for the sim but again I got a call they said you will get your sim but you have to wait for 15 days more I said okay but in the end the app says that my area is not serviable so yaah,N/A,N/A,"('N/A', 'N/A')"
Rajesh R,1,23 October 2024,No service in Bangalore! In this case you have to first prompt for area pin then take user details. I hope my information will not be sold to some third party!,Prune DCS,4 December 2024,1 person found this review helpful
VISHHAL GARYAELI,1,22 October 2024,Worst experience doesn't activate sim yet from 4 days ago purchase,Prune DCS,23 October 2024,"('N/A', 'N/A')"
rohit sharma,5,22 October 2024,Very Good app 👍 customer service excellent 👌,Prune DCS,22 October 2024,"('N/A', 'N/A')"
Rajababu Paswan,5,22 October 2024,Good work Fast Delivery Mr Romi Ji,Prune DCS,22 October 2024,"('N/A', 'N/A')"
Dharmender Kumar,5,21 October 2024,Prune app best platform sim card app,N/A,N/A,"('N/A', 'N/A')"
sp creation,5,21 October 2024,Prune app best service,N/A,N/A,"('N/A', 'N/A')"
Abhinav,1,19 October 2024,"Hi In Your Application You Are Not Dilwery To Exact Location,And When I Entered PinCode It's Says That We Cannot Dilwery To PinCode,Iff You Not Dilwery To Any PinCode, What's Your Application Useful To Public Peopels?",Prune DCS,21 October 2024,"('N/A', 'N/A')"
Shikhar Verma,5,19 October 2024,Got new sim delivered within 2 hours. KYC process was also very smooth and took less than 15 minutes.,N/A,N/A,"('N/A', 'N/A')"
Mansi Bhardwaj,5,18 October 2024,I was very worried about my trip but thanks to prune app they delivered my sim on time and make my trip easier so I preferred prune app only they provide very good service's to customer,N/A,N/A,1 person found this review helpful
Gajala Malik,5,18 October 2024,Amazing experience with prune too much supportive services,N/A,N/A,"('N/A', 'N/A')"
Simun Rai,5,18 October 2024,Door to door service nice must prefer,N/A,N/A,"('N/A', 'N/A')"
Vaibhav Sharma,5,18 October 2024,Fantastic app. I am a traveller who travels around the world for shoots and all. Prune esim saves my roaming bill .,N/A,N/A,"('N/A', 'N/A')"
Sadiq Khan,5,17 October 2024,Right and time and good behaviour,N/A,N/A,"('N/A', 'N/A')"
Sonu Jha,5,17 October 2024,Good service 👍,N/A,N/A,"('N/A', 'N/A')"
AKSHAY GUPTA,5,17 October 2024,Delivery partner was very helpful & well behaved.,N/A,N/A,"('N/A', 'N/A')"
Iqbal Khan (Villen),5,17 October 2024,Prune nice,N/A,N/A,"('N/A', 'N/A')"
mohd anas,5,17 October 2024,Nice,N/A,N/A,"('N/A', 'N/A')"
Vinay bunkar,5,17 October 2024,Good service,N/A,N/A,"('N/A', 'N/A')"
Baljeet Singh,5,16 October 2024,Good sarvice Good behaviour,N/A,N/A,"('N/A', 'N/A')"
Praveen Kumar,5,16 October 2024,Experience was not up to mark but later on the prune team resolved my issue on priority and inform regularly. Specially to the person who was calling me to inform everything timely. Thanks prune team,N/A,N/A,3 people found this review helpful
vikas singh,5,15 October 2024,prune app best service,N/A,N/A,1 person found this review helpful
Summer Marathon,5,15 October 2024,Awesome experience with sim delivery on time thanks prune,N/A,N/A,1 person found this review helpful
Pankaj Verma,5,15 October 2024,Delivery executive was very helpful,N/A,N/A,"('N/A', 'N/A')"
vijay ghode,1,14 October 2024,Mumbai me sarvice nahi hai maine pin code dala. Available nhi hai sarvice. Pahle ese chalu kro fir BSNL KE WEBSITE PE BHI YE COMPANY KA NAM HAI FAKE NEWS KOI ESE app DOWNLOAD MAT KARNA. WEST OF TIME.,Prune DCS,4 December 2024,"('N/A', 'N/A')"
Pawan Kumar,1,11 October 2024,Maximum Pin code not delivered this app 🤬🤬🤬🤬🤬,Prune DCS,4 December 2024,"('N/A', 'N/A')"
Abhay Kumar,5,10 October 2024,prune app sim delivery at same time,N/A,N/A,"('N/A', 'N/A')"
Usa Server,1,9 October 2024,This is not good,Prune DCS,9 October 2024,"('N/A', 'N/A')"
CHANDRA KANT,1,8 October 2024,"Useless app, not delivering in Delhi NCR.",N/A,N/A,"('N/A', 'N/A')"
Harish J Gummula,1,8 October 2024,Edit 1: Order id #174624 Do you even care? Cheaters?,Prune DCS,9 October 2024,"('N/A', 'N/A')"
Rahul Kumar,1,8 October 2024,"Bhot hi ghtiya app he, acount bhi delete nhi krne dete he. Pse Don't install.",Prune DCS,8 October 2024,"('N/A', 'N/A')"
Jaya R,1,8 October 2024,useless app that doest deliver to any of my pincodes,Prune DCS,8 October 2024,"('N/A', 'N/A')"
Hans Raj,5,3 October 2024,Good,N/A,N/A,"('N/A', 'N/A')"
vedant manchanda,5,3 October 2024,Nice app get sim card on time and executive was nice and speak politely,N/A,N/A,"('N/A', 'N/A')"
Amit Dutta,1,2 October 2024,Money Debit but not provide sim. Card🤬🤬🤬😡😡😡😡😡😡wrost app,Prune DCS,3 October 2024,"('N/A', 'N/A')"
siddharth shankhdhar,5,1 October 2024,This app is really good and user friendly. The services provided here are truly appreciable like fast deliveries and secure payments.They quickly respond to our queries and resolve them as soon as possible. Thankyou team Prune.,N/A,N/A,3 people found this review helpful
Nitesh Choudhary (Bittu),1,28 September 2024,This app is very bad not ontime delivery,Prune DCS,30 September 2024,1 person found this review helpful
A Google user,5,28 September 2024,"Very good, Sim immediately delivered.",N/A,N/A,"('N/A', 'N/A')"
VIKEE KUSHWAHA,5,27 September 2024,Sim delivery on time,N/A,N/A,"('N/A', 'N/A')"
Nitesh Kapoor,5,27 September 2024,"Gud service of prune,I booked my BSNL SIM in delhi 23/sep/24 and 24 /sep/24 morning 11 am i Got my BSNL SIM IN DELHI .",N/A,N/A,"('N/A', 'N/A')"
Golu Brahman,5,27 September 2024,I order my Sim and delivery on the same day,N/A,N/A,"('N/A', 'N/A')"
Nishant Kumar,5,26 September 2024,Sim delivered on time love you ❤️,N/A,N/A,1 person found this review helpful
Monu Kaushik,5,26 September 2024,"I ordered a new bsnl sim through this app, it got delivered at evening time.",N/A,N/A,"('N/A', 'N/A')"
Ankit Thakur,5,26 September 2024,Very helpful app,N/A,N/A,"('N/A', 'N/A')"
Manoj Kumar,5,26 September 2024,Slow app,N/A,N/A,"('N/A', 'N/A')"
Rupa Singh,5,26 September 2024,Sim delivery on time thank you,N/A,N/A,"('N/A', 'N/A')"
Raj Singh,1,26 September 2024,I ordered the sim waited for 2 days But no update then I cancelled my order money was not refunded,Prune DCS,26 September 2024,"('N/A', 'N/A')"
vikash___army__ lovers,5,26 September 2024,I ordered my sim and delivered on the same day,N/A,N/A,"('N/A', 'N/A')"
munfad Khan,5,26 September 2024,I order my sim and deliverd on the same day,N/A,N/A,"('N/A', 'N/A')"
Bhola Bodh BholaBodh,5,26 September 2024,Best app,N/A,N/A,"('N/A', 'N/A')"
Pritesh Pritesh,5,25 September 2024,"Good app , delivered the sim at the same time",N/A,N/A,"('N/A', 'N/A')"
Akash Deep,5,25 September 2024,Placed the order and got the sim within an hour.,N/A,N/A,"('N/A', 'N/A')"
Mamta Sk,5,25 September 2024,delivery partner was very helpfull,N/A,N/A,"('N/A', 'N/A')"
Rupesh Thakur,5,25 September 2024,Sim delivered on time,N/A,N/A,"('N/A', 'N/A')"
Abhishek Rana,5,25 September 2024,Nice service diver ontime,N/A,N/A,"('N/A', 'N/A')"
Vishwajeet Birajdar,1,24 September 2024,This is the cheapest application for ever,Prune DCS,25 September 2024,"('N/A', 'N/A')"
MONU KAUSHIK,5,23 September 2024,Provide greate services,N/A,N/A,"('N/A', 'N/A')"
Sachin Kumar,5,23 September 2024,Very good service,N/A,N/A,"('N/A', 'N/A')"
Lalit Kumar,5,23 September 2024,Good experience,N/A,N/A,"('N/A', 'N/A')"
Avi Baliyan,5,23 September 2024,Outstanding experience with prune delivery and activation of BSNL SIM card,N/A,N/A,"('N/A', 'N/A')"
Vishal Rao,5,23 September 2024,"Very good service, delivered my sim on time.",N/A,N/A,"('N/A', 'N/A')"
Nishant Ranjan,1,22 September 2024,"I ordered BSNL sim on 18th August and today is 22nd September but still the order is pending, sim is not delivered and there is now way to contact them or ask for refund. My 450rs. is stuck with them. Please don't order from this app and save your money.",Prune DCS,10 October 2024,9 people found this review helpful
Divakar P,1,19 September 2024,"I'm staying in Bangalore, but no pincode is deliverable",Prune DCS,19 September 2024,"('N/A', 'N/A')"
ranjan Kumar,1,19 September 2024,Pheck app,Prune DCS,19 September 2024,"('N/A', 'N/A')"
Akshay Jain,1,17 September 2024,Not working app and also website. They just moke on us,Prune DCS,17 September 2024,"('N/A', 'N/A')"
Gitali Thakur,1,15 September 2024,"Ek dum gatiya service no customer care number totally fraud ,Aaj ek mahina hone wala sim port nahi , paise bhi gaye , refund bhi nahi mill rha",Prune DCS,16 September 2024,"('N/A', 'N/A')"
NITISH KUMAR,1,15 September 2024,"This is a complete fraud. It's been a week since I ordered BSNL SIM, there is no update yet and no SIM has been delivered.",Prune DCS,18 September 2024,3 people found this review helpful
vishal gosavi,1,10 September 2024,Not sevise in mumbai Ask for mobile accessa,Prune DCS,16 September 2024,"('N/A', 'N/A')"
Roshan Kumar,5,10 September 2024,Very nice app,N/A,N/A,1 person found this review helpful
Helal,1,9 September 2024,Worst app please don't download and waste your time here. it's very terrible and irritating app,Prune DCS,16 September 2024,"('N/A', 'N/A')"
Jai Vardhan,1,7 September 2024,Useless services.,Prune DCS,7 September 2024,"('N/A', 'N/A')"
Varun Kumar,1,6 September 2024,Sim not working 2 hours crossed of activation network not available,Prune DCS,4 December 2024,"('N/A', 'N/A')"
Amit Kumar,5,5 September 2024,Great service delivered my sim on same day.,N/A,N/A,2 people found this review helpful
Indra Kumar Verma,1,5 September 2024,"Your services are just Pathetic, it says 90 minutes delivery, i ordered the two BSNL Sims today's the manager said he'll deliver it by today only, then i got a call from delivery guy telling that, he doesn't not have sim for porting, i have already selected that porting option while ordering, how can it be possible? cancelling both the orders and I'll rate it 1 in play store.",Prune DCS,19 September 2024,21 people found this review helpful
Suresh Kumar,1,3 September 2024,Chor app may card se payment ho chuki hai aur koi update nahin hai 847 rupaye ki customer care number switch off aata ha aapki team ne koi contact nahi kiya Yah log koi contact nahin karte hain bevkuf banate hain,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Laxmipriya Padhi,5,31 August 2024,nice,N/A,N/A,"('N/A', 'N/A')"
Amit Kumar,2,30 August 2024,"Pathetic service, no one picks call after SIM delivered, after 2 weeks also SIM activation is pending. It was resolved in 3 weeks.",Prune DCS,30 August 2024,2 people found this review helpful
king yatharth,1,30 August 2024,App isn't working at all I am stuck at signup page and it's not moving forward. By the way I am not using any low end device.,Prune DCS,2 September 2024,7 people found this review helpful
Kumar Umesh,1,30 August 2024,Fake app money not get back or also hadnot got any sim totally fake,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Anshul Singhal,1,28 August 2024,"No sim delivered it's almost 2 days now and no response recieved from prune, I think it's a fraud going on",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Harish Janardhan,1,27 August 2024,"Really love the way they use to cheat, Thanks to you guyz..",Prune DCS,8 October 2024,1 person found this review helpful
Tickam Chand,1,24 August 2024,"Very pathetic and shameful service First accepting order and after cancelled without customer consent, Also deduct rs 60 Don't use service of this company. Time and money wasting app Once again very disappointed service.",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Pravin Pravin mewara,1,23 August 2024,Delivery not available in my location at surat pandesara,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Krishna Singh,5,23 August 2024,... ➗ Division?,N/A,N/A,"('N/A', 'N/A')"
Aashish,1,21 August 2024,Does not work in my town. This app seems like the one which acquire all contact and personal data and provides no service in return.,Prune DCS,30 August 2024,10 people found this review helpful
Somil Sinsinwar,1,20 August 2024,I have ordered the bsnl sim but it is not showing in the app and I have the gave the payment and emailed them,Prune DCS,30 August 2024,"('N/A', 'N/A')"
AAmirH,1,20 August 2024,Farzi app he fraud he ye Mene BSNL ki sim order Kari payment karne ke baad error dikha Diya or abhi tak refund bhi nhi bheja 3 din ho gye bilkul bhi use na kare ye app,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Badri Vishal Tiwari,1,20 August 2024,Poor experience ordered a BSNL sim card whereas amount deducted and order is not showing in the application. Call customer care and number is switched off. Drop an email but no response yet. Fake application.,Prune DCS,30 August 2024,"('N/A', 'N/A')"
MOHAMMAD YOUSUF,1,19 August 2024,Fraud app scam scam,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Vijay Kumar,1,18 August 2024,"I was ordered a BSNL SIM Card 28th of July but not delivered till 12 of August. When I cancelled my order a message show cancellation charges apply. My payment refund in app wallet not in my account. How can I use my amount, use only any other recharge like electricity bill, DTH, WATER Bill etc. Please don't use this app and order SIM Card.",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Veena Sriwastwa,1,17 August 2024,Fake app,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Naveen kumar,1,17 August 2024,Don't bay sim,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Amol Raut,1,15 August 2024,Worst service. The people of prune company Scamming innocent people and even i send many mails to your support contact but still they not replying even no giveing me refund amount Please guys don't use this application because i booked Sim card from this app on 26/07/24 and today is 04/08/24. Almost 10days but they are not giveing any update..... Bhai tumari company ko mai ne mail kiya but refund ka jhoot bolkr abhi tak refund nhi aaya. Refund dena ka koi iccha hai ky tumare company ki.,Prune DCS,5 August 2024,"('N/A', 'N/A')"
Deepak Kumar,1,15 August 2024,It's three day but i didn't receive my bsnl sim cost 300 please as soon as possible please get it done,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Pooja Gupta,1,12 August 2024,Pathetic service,Prune DCS,30 August 2024,"('N/A', 'N/A')"
RR M,1,11 August 2024,"Its service is Not available in Bhopal, Madhya Pradesh. Wanted to port my SIM to BSNL. It is a good business idea but the service is Not available in Most places. Hope the company woken up.",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Vipin Sharma,1,11 August 2024,No pincode is deliverable in India. Service is available in only 2 cities and still not able to provide service. Contact Nlnumber are switched off and no response on mail. I think this is Fraud service or a scam.,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Deepnava Sai,1,11 August 2024,Hyderabad Location you want to look,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Sandip Vish,1,9 August 2024,"Hi Team, Kindly add bsnl sim delivery in Mumbai locations",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Brat William,1,9 August 2024,Fake app. Asking for all type of permissions. Beware ⚠️ of such apps,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Nurul Ansari,1,8 August 2024,"What a pathetic service, Sim card is not deliverable in Delhi itself",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Tejasvi Rana,1,8 August 2024,Not picking up any pincode for Noida or ghaziabad.,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Devrajan M,1,8 August 2024,Not good this application for me,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Mahesh Kumar,1,8 August 2024,Third calass service don't deserve any single star because no service in noida,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Ganesh Kumar,1,8 August 2024,App not even open,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Ambedkar Kommu,1,7 August 2024,Warest time weast ఫల్త్ వాళ్ళందరూ ఇలాంటి పెట్టి టైం వేస్ట్ చేస్తారు ఎవరు డౌన్లోడ్ చేసుకోకండి ఫేక్ ఇదంతా,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Rhaul Nagar,1,7 August 2024,Sabse bura app hai ye 110044 ye Noida se delhi delivery nhi dere ghtiya hai bhiyo pesa kharb mt Krna,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Aman Kumar,1,6 August 2024,Pathetic service it's been a week I didn't got sim delived.o had to cancel the order but the amount got credited in prune wallet...... it's fake app don't trust. I want my refund in my source account,Prune DCS,30 August 2024,3 people found this review helpful
Prashant Goyal,1,4 August 2024,"Beware of your data collected and shared to third parties, Check for pincode support for delivery first and then create account. The app and website want mobile number, name and OTP and then says pincode not deliverable... Useless app...",Prune DCS,30 August 2024,1 person found this review helpful
Neera Rajput,1,4 August 2024,Bad application,Prune DCS,30 August 2024,"('N/A', 'N/A')"
mohd sahil,1,2 August 2024,fake app don't download,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Raghveer kumar,1,2 August 2024,Bakwas hai,Prune DCS,30 August 2024,"('N/A', 'N/A')"
kulpreet singh Anand,1,1 August 2024,Useless app,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Sartaj Ahmad,1,31 July 2024,I order sim on this app. I paid amount online but executive prune reply me that delivery service is not available on my place then I cancel the order these people did not return my refund. this app is doing fraud. I request all of you please don't use this app. l,Prune DCS,30 August 2024,8 people found this review helpful
Santosh Kumar,1,30 July 2024,New sim Card connection all address not delivered,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Suryansh Yadav,5,29 July 2024,Very good aap,N/A,N/A,"('N/A', 'N/A')"
Paresh Shivdikar,1,29 July 2024,Useless not available in my area which is Prime,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Lacey Roy,5,28 July 2024,Study,N/A,N/A,"('N/A', 'N/A')"
Sumit Raj,1,27 July 2024,😡,Prune DCS,30 August 2024,"('N/A', 'N/A')"
21MCA011_Suraj Kumar Prajapati,1,27 July 2024,"totally fake app. I ordered new BSNL Sim today from their app and found major issues that new user can face which I faced mentioned below, Make fake promises on their app:- 1. 90 min delivery. 2. No option to track or know your order status that when your ordered SIM will deliver. 3. Phone number provided on their app is switched off. 4. Got no proper response from provided mail as well. Summary: Wrost app pls don't order anything from here, after payment user has no option to communicate.",Prune DCS,30 August 2024,60 people found this review helpful
Harish Gummula,2,27 July 2024,"Order Id #108281, Can I know if it is confirmed or what is the status, I couldn't find it in app.",Prune DCS,27 July 2024,1 person found this review helpful
Devesh Kumar Malviya,1,26 July 2024,Not available at Gorakhpur.,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Manu Shelar,1,25 July 2024,Third class application,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Tushar Rajput ji,5,24 July 2024,Best prune app best sim servers app,N/A,N/A,"('N/A', 'N/A')"
sher singh,5,23 July 2024,Prune app best app online trave sim app,N/A,N/A,1 person found this review helpful
Lucky Sharma,5,23 July 2024,Best app,N/A,N/A,"('N/A', 'N/A')"
Sh Øw Kåt,1,23 July 2024,"Terrible app. Always says"" we are experiencing high demand please try again later"". It now almost 3 weeks since it's showing this popup. 🐍",Prune DCS,30 August 2024,6 people found this review helpful
