Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Naman Awasthi,3,10 April 2025,very costly,"Hi Naman, we would like to make this 3 star to a 5 star experience for you, kindly write to swiggysocial@swiggy.in regarding the issues you have faced so that we can look into it right away.",10 April 2025,"('N/A', 'N/A')"
girish raj,1,10 April 2025,worst food delivery app. request you to please use only zomato.,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",10 April 2025,"('N/A', 'N/A')"
Mahesh,5,10 April 2025,ಹಿ,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
SAHEB MALIK,1,10 April 2025,this is very uncomfortable platform... this platform is so delay on food delivery... this platform don't cancel your order ... this is very bad .... don't used,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",10 April 2025,"('N/A', 'N/A')"
Vaishali Shinde,1,10 April 2025,last one hour waiting my grocery and showing 8 mins.....still I am waiting delivery,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",10 April 2025,"('N/A', 'N/A')"
Goutham S,5,10 April 2025,good food,"Thanks for the love, Goutham 😊",10 April 2025,"('N/A', 'N/A')"
Ayush Chaudhary,1,10 April 2025,bhut he bekar 1 ghnte tk delivery pattern ni mila aur khud ja k lena pada bhut bura lga mai kbhi ni use Krna chaunga isko,"Hi Ayush, humare saath aapke anubhav ke baare mein jaanakar hum niraash hain. Kripya apna issueke saath is mudde ke baare mein swiggysocial@swiggy.in par humen likhen taaki hum is par turant aap ki sahayata kar saken.",10 April 2025,"('N/A', 'N/A')"
M S Tuteja,1,10 April 2025,"no chat support provided by Swiggy. Nowadays orders are continuously getting wrong especially at night. once I ordered a cake and received stale cake order lachha parantha got tandoori roti, I complained but your team is not giving response only just getting a message that you'll get update on your email id... sorry now onwards I'll stop using swiggy. getting bad service experience. i will post all the orders details to the social media with Prof and how you guys are scamming peoples.!","Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",10 April 2025,"('N/A', 'N/A')"
Komal Ovhal,1,10 April 2025,"It was a very pathetic and bad experience, it's been an hour still showing 15 min on time, even other apps are good compared this app","Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",10 April 2025,"('N/A', 'N/A')"
SiVa 2111,1,10 April 2025,very bad service don't use this app it takes more time and increase the time of delivery and no proper response. waste don't use this,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",10 April 2025,"('N/A', 'N/A')"
PRADIP KUMAR MUDULI,5,10 April 2025,👍,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",10 April 2025,"('N/A', 'N/A')"
MG Arpit Boss,5,10 April 2025,fast delivery and nice food 😋,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",10 April 2025,"('N/A', 'N/A')"
Shivani Shende (shiv),5,10 April 2025,excellent,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",10 April 2025,"('N/A', 'N/A')"
Manoj C Naik,4,10 April 2025,good,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",10 April 2025,"('N/A', 'N/A')"
Uday Kiran,5,10 April 2025,"i recently ordered chicken biryani handi it's good quality and also before yesterday icecream is alo yummy so, many i ordered. love you Swiggy for giving coupons to me","Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
Ravi Damalla,5,10 April 2025,super super super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",10 April 2025,"('N/A', 'N/A')"
Sunil Kumar G,5,10 April 2025,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",10 April 2025,"('N/A', 'N/A')"
Wholesale Plant Nursery,1,10 April 2025,very bad experience 10 people waiting for food not got delivered food also no call from swiggie or delivery boy taken payment 100 % in advance don't trust on swiggie .,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",10 April 2025,"('N/A', 'N/A')"
Suman Gupta,5,10 April 2025,thank you 😊🙏,"You're welcome, Suman 💙",10 April 2025,"('N/A', 'N/A')"
Deva Prakash,5,10 April 2025,good,"Thanks for the love, Deva :)",10 April 2025,"('N/A', 'N/A')"
Soumyajit Mukherjee,1,10 April 2025,"Zero star. Never make advance payments in this app because they are just a bunch of scammers. Only 120Rs worth of orders was delivered out of 1765 rs order from Swiggy instamart. The support team is a joke. They just waste your precious time with bot reply. No responsibility, No accountability, zero castomer support.","Hi Soumyajit, we would like to make this 1 star to a 5 star experience for you, kindly write to swiggysocial@swiggy.in regarding the issues you have faced so that we can look into it right away.",10 April 2025,"('N/A', 'N/A')"
Praveen kumar,1,10 April 2025,worst application,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",10 April 2025,"('N/A', 'N/A')"
Atul Undaviya,1,10 April 2025,this application is fraud no customer support food boxes comes empty no refund or customer support also very poor staff no manners how to behave with customers never order again from this app zomato is much better.. I already send many mails but no reply so don't make people full for email support they are new generation thieves,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,10 April 2025,"('N/A', 'N/A')"
Shan Shan,5,10 April 2025,best in the world,"Thanks for the love, Shan 💙",10 April 2025,"('N/A', 'N/A')"
Varun Kumar,1,10 April 2025,the worst app I have seen compare to zomato,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",10 April 2025,"('N/A', 'N/A')"
Deepak Khatri,1,10 April 2025,Worse experience ever i am swiggy one user but no response by your customer service executive your delivery partners taking food to there homes no delivery from last 2hr 1st order take delivery partner replacement by you also take by delivery partner no refund order again delivery partner not picking up call this kind of service you have -5 star Always bad experience,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",10 April 2025,"('N/A', 'N/A')"
Harish Pradhan,4,10 April 2025,Good 👍,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
Md Farhan sk,5,10 April 2025,good choice,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",10 April 2025,"('N/A', 'N/A')"
Akhilesh Goud,1,10 April 2025,"The delivery person will pick up the food , he will not even respond to the call I have waited more than 45 min, one of the worst customer support also","Hi Akhilesh, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",10 April 2025,"('N/A', 'N/A')"
kavyasree kamatam,5,10 April 2025,Good 👍,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",10 April 2025,"('N/A', 'N/A')"
Believer Tiger,3,10 April 2025,good,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
Gaurav Tulla,5,10 April 2025,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",10 April 2025,"('N/A', 'N/A')"
Jai Rajput,5,10 April 2025,good 5000000000000000,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,10 April 2025,"('N/A', 'N/A')"
Itz_Roshan _02,5,10 April 2025,Your Service Is Fine 😀,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
Ayush Sahu,1,10 April 2025,"Worst food delivery app I have ever seen, Recently i ordered wrong item and cancelled the order in few minutes, as per Swiggy that is my fault and i have to pay full amount as cancellation fee and they didn't refund my amount that is totally unfair. disgusting thing about this app is if you ordered wrong item than you don't have any option to change the item and you have to take the order or sacrifice your order amount by cancel the order.","Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",10 April 2025,"('N/A', 'N/A')"
Pradip Solanki,1,10 April 2025,worst quality fruit. 💩,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",10 April 2025,"('N/A', 'N/A')"
Vinod Jadhav,5,10 April 2025,low rate more offers,"Hi Vinod, thank you for the 5-star rating! Your satisfaction is our reward. We'll continue to provide you with the best service. Keep Swiggying with us!",10 April 2025,"('N/A', 'N/A')"
Harish A,5,10 April 2025,good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,10 April 2025,"('N/A', 'N/A')"
Vijay Thakur,5,10 April 2025,very good app,"Thank you for the kind words, Vijay 💙",10 April 2025,"('N/A', 'N/A')"
bhema Virat,4,10 April 2025,delivery happens within in time and polite manner they treat us,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",10 April 2025,"('N/A', 'N/A')"
Shalinder Kaur,5,10 April 2025,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,10 April 2025,"('N/A', 'N/A')"
manohar gunupuri,1,10 April 2025,please don't use this app. It is the worst app in the entire All of them use other than of it. I'm still waiting food for 3 hours. iam call to restaurant are shouting us.,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",10 April 2025,"('N/A', 'N/A')"
Abhinek Abhilashi,1,10 April 2025,"has become bad to worse in the last few days. it's chat section is just robotic, there is no human touch for issues that are not mentioned. I have been experiencing extreme delays in the deliveries and then I want to cancel because of their delays, they threaten to charge me cancellation. I have noticed it is mostly happening when I apply super6 discount, if they are not in position to fulfill, why offer in the first place. it is so frustrating to wait for order and then wait for another 45 mns.","We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",10 April 2025,"('N/A', 'N/A')"
Skp Sharukh,1,10 April 2025,"I have received bad quality order (lal besan laddo) from Instamart, but customer care not helping regarding that issue.","Hey there, we would like to understand more about this issue. Please share the order ID via email to swiggysocial@swiggy.in for a quick check and we will get back to you at the earliest.",10 April 2025,"('N/A', 'N/A')"
Pradip Sharma,5,10 April 2025,great 👍,"Thank you for your feedback, Pradip 😊",10 April 2025,"('N/A', 'N/A')"
Rishabh,1,10 April 2025,I had my worst experience yet with swiggy it took 1 hr for 2km order and the food was completely cold customer and even customer service is not responding,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",10 April 2025,"('N/A', 'N/A')"
Kiran Keefe Saldanha,1,10 April 2025,"Absolutely garbage support. they say you get priority support on One Black but all I'm getting is a bot. My delivery partner called and told me that the restaurant, Leon Grill, is telling him that someone else took my order. Now they want me to cancel the order for which I'm being charged cancellation fee. Neither I nor the delivery partner can contact support. And the restaurant is also unwilling to cancel the order despite it being their fault.","Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",10 April 2025,"('N/A', 'N/A')"
Aditya Soudamini,1,10 April 2025,this app has the worst user experience ... the customer service is a real trash 🤬,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",10 April 2025,"('N/A', 'N/A')"
Pinky Modi,5,10 April 2025,Swiggy always help in good time for eating,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",10 April 2025,"('N/A', 'N/A')"
Chand Pasha,5,10 April 2025,it is very good aap.,"Thanks for the love, Chand :)",10 April 2025,"('N/A', 'N/A')"
Raju Silal,5,10 April 2025,interested,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,10 April 2025,"('N/A', 'N/A')"
Chandra,1,10 April 2025,wrost wrost ibam experienceed bad baf,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",10 April 2025,"('N/A', 'N/A')"
Tanishqa Penkar,1,10 April 2025,"Multiple terrible experiences with this platform, pathetic service by Swiggy. Once the order was delivered more than an hour late, the other few times it was not delivered at all and had to be cancelled as forced by the customer care instead of delivering it to me, they provide no option but to cancel the order. It also catches the address wrong even after manually entering the correct one, this confuses all the delivery guys. Not just me but a lot of people that I know have faced the same.","Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",10 April 2025,"('N/A', 'N/A')"
Ishan sidana,1,10 April 2025,"i have order induction from instamart, however we have received used product. still i am not getting any resolution for return. worst experience","Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",10 April 2025,"('N/A', 'N/A')"
Satinder DHATT,1,10 April 2025,they don't care if customer received stale food or wrong food.,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",10 April 2025,"('N/A', 'N/A')"
ajith kumar,4,10 April 2025,good,"Thank you for your feedback, ajith. We appreciate it.",10 April 2025,"('N/A', 'N/A')"
Hameed Ejaz,1,10 April 2025,now a days becomes a big cheater says 10 min faster delivery and delivering after 1 hrs. restaurant makes the mistake by wrong order or delaying for customers has to suffer no proper customer service support for the problems. Full of cheaters joins together to scam people's money,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",10 April 2025,"('N/A', 'N/A')"
AKASH KUMAR 07,5,10 April 2025,best platform for grocery,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",10 April 2025,"('N/A', 'N/A')"
Jantu Deb,1,10 April 2025,Why you guys show 30 minutes estimated delivery time then make it 1 hour after placing order. And even I choose to standard delivery you guys always put it with other order which is far away location and I have to wait for it.,"Hi Jantu, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",10 April 2025,"('N/A', 'N/A')"
Gamit Vishal,5,10 April 2025,nice service,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",10 April 2025,"('N/A', 'N/A')"
jat mohan,1,10 April 2025,"Don't download this app, it's the worst app, customer service is not even 1% good, Zomato is 100 times better than this Customer support is non-existent, they don't respond, I waited for five minutes but they can't reply, Customer Swiggy Customer When I order on Swiggy, it arrives at least 20 minutes late. When I complete my order, they don't respond. Worst app ever.If anyone is downloading it, delete it. Zomato is better.","Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",10 April 2025,"('N/A', 'N/A')"
Samee Abdul,5,10 April 2025,👌👌,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,10 April 2025,"('N/A', 'N/A')"
Hina Khan,5,10 April 2025,very fast dilivery thanks for swiggy,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",10 April 2025,"('N/A', 'N/A')"
Khushboo Bindwal,1,10 April 2025,"They are charging 100% cancellation fee that is absolutely unfair, will not this use this app anymore. don't recommend to friends","Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",10 April 2025,"('N/A', 'N/A')"
Ekta Chaudhary,1,10 April 2025,Services is too bad ... I get the wrong product delivery .. till they need time 96 hrs for replacement of snacks .. very much disappointed with the service WORST EXPERIENCE,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",10 April 2025,"('N/A', 'N/A')"
Karan Varma,5,10 April 2025,have good 👍👍😊 job,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,10 April 2025,"('N/A', 'N/A')"
Âmïť Kŕ Řâťhóùř,5,10 April 2025,best 👍☺️🤗,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,10 April 2025,"('N/A', 'N/A')"
smdmalik basha,1,10 April 2025,worst,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",10 April 2025,"('N/A', 'N/A')"
ravi bisen,4,10 April 2025,excellent service,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,10 April 2025,"('N/A', 'N/A')"
SANTOSHI LAKSHMI,5,10 April 2025,sanoshi lakshmi .R,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",10 April 2025,"('N/A', 'N/A')"
