Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Hardik Gulati,1,11 April 2025,"Swiggy has such a bad automation that I cannot reach the customer care when my order got delayed by more than 90 mins, now that I waited for 90 mins to get my order to see that the order itself is cancelled. SWIGGY SUCH A SHAME.","We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",11 April 2025,"('N/A', 'N/A')"
preeti josi,1,11 April 2025,Your delivery is very worst services,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,11 April 2025,"('N/A', 'N/A')"
I’m Alen,1,11 April 2025,scammers,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",11 April 2025,"('N/A', 'N/A')"
Ashutosh Singh,1,11 April 2025,"they have such poor delivery agents that my order gets delayed by hours... pathetic... and I'm their customer since 2018, uninstalling","We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",11 April 2025,"('N/A', 'N/A')"
Ravi Teja,1,11 April 2025,not getting second order cash and delivery,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",11 April 2025,"('N/A', 'N/A')"
Israel Agba,5,11 April 2025,beautiful,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",11 April 2025,"('N/A', 'N/A')"
Ganesh Paila,1,11 April 2025,"very bad coustomer support really i didn't expect this from Swiggy. i order food at midnight which is fully rotten and poor quality , after raising issue the coustomer support team response is very poor they take two hours of my time and giving same answer from staring to ending very poor service I don't recommend this app to order food","Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",11 April 2025,"('N/A', 'N/A')"
Arahad Khan,5,11 April 2025,osm ha,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",11 April 2025,"('N/A', 'N/A')"
narendra raja shankar,5,11 April 2025,resolved the issue after a long wait. Thank you,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",11 April 2025,"('N/A', 'N/A')"
Vishal,1,11 April 2025,Can't reach out to live support,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,11 April 2025,"('N/A', 'N/A')"
Mohit Kannaujiya,5,11 April 2025,thanks Swiggy,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",11 April 2025,"('N/A', 'N/A')"
Ajay Kumar,1,11 April 2025,"order was cancelled after 1 hour, you can't trust on swiggy. If they are not able to delivered, It can be cancelled much earlier, So I can arrange the food from other Apps, If you want ontime delivery, Please choose Zomato.","Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",11 April 2025,"('N/A', 'N/A')"
Michael Michael,1,11 April 2025,my order 249rs but swiggy bill amount 360rs😡,"Hi Michael, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",11 April 2025,"('N/A', 'N/A')"
Gulshan Patel,1,11 April 2025,worst experience,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",11 April 2025,"('N/A', 'N/A')"
Ayush Chauhan,5,11 April 2025,very nice 👍,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
Sounak Chakraborty,1,11 April 2025,"Swiggy is providing a terrible customer experience these days. Orders are always late. On top of that, they've removed the human chat support. If you raise a complaint related to order delay, a bot will give you an estimated delivery time and the contact number. of the delivery personnel. Nobody's taking accountability or trying to assist the customer here. Pathetic!","Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",11 April 2025,"('N/A', 'N/A')"
mohiddin shaikh,1,11 April 2025,"Need to work with Instamart orders, majority times they don't have the products which they mention in app as available","Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",11 April 2025,"('N/A', 'N/A')"
abhishek rustagi,1,11 April 2025,"Pathetic Experience with Swiggy Absolutely no quality checks in place. Received broken items, and to make matters worse, their customer care is equally disappointing. No one takes responsibility, and there’s zero effort to resolve the issue or even follow up. Overall, Swiggy shows zero work ethic and credibility. Suggestion: Avoid using Swiggy if you care about your","Hey there, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",11 April 2025,"('N/A', 'N/A')"
Manoj Kumar,5,11 April 2025,Good service,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",11 April 2025,"('N/A', 'N/A')"
Vijay Arya,5,11 April 2025,nice,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,11 April 2025,"('N/A', 'N/A')"
Jadu,2,11 April 2025,No icon for order cancellation in the app,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",11 April 2025,"('N/A', 'N/A')"
Sravan Kumar,5,11 April 2025,nice,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,11 April 2025,"('N/A', 'N/A')"
Mukesh Kumar,1,11 April 2025,bohot ghatiya app h .. order delay h to ye baat nhi krenge.. option hi nhi denge bs inka bot hi reply krega faltu k ..isse bohot jyada better h Zomato... atleast respond to krte h wha log 🙌,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",11 April 2025,"('N/A', 'N/A')"
ashwini kumar,1,11 April 2025,it's the worst app ever with no response from the delivery partner and company ....,"Hi Ashwini, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",11 April 2025,"('N/A', 'N/A')"
Nikhil Kumar Mehrotra,1,11 April 2025,Very bad customer service.,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",11 April 2025,"('N/A', 'N/A')"
BALARAJU SIVA RAJU,5,11 April 2025,nice,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,11 April 2025,"('N/A', 'N/A')"
Thejus S,1,11 April 2025,"horrible experience! too delayed in order delivery. only the chat bots respond, very difficult to connect to the team.",That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,11 April 2025,"('N/A', 'N/A')"
Rohit Golande,1,11 April 2025,customer care not properly helping us.,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",11 April 2025,"('N/A', 'N/A')"
Snehal Gaikwad,5,11 April 2025,good 👍,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",11 April 2025,"('N/A', 'N/A')"
Anwar,5,11 April 2025,❤️❤️❤️,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",11 April 2025,"('N/A', 'N/A')"
Jitender Kumar,5,11 April 2025,nice,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
Hema Sundari,1,11 April 2025,"I have this app for 10 yrs now. things were very good until 2023. from last one year, I think they have appointed genz's to run this business. they have spoilt everything. when you call the customer care, the responses they give is -- I can't do anything to help you ma'am. sometimes, the delivery guys make a scene in front of my house ready to argue about the mistakes they're making. not taking any responsibility for their fault. some delivery guys even swear in bad words. worst app since 1 yr.",We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,11 April 2025,"('N/A', 'N/A')"
Arushi Rathore,5,11 April 2025,very useful app,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,11 April 2025,"('N/A', 'N/A')"
Anbu Tamil,5,11 April 2025,good service,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,11 April 2025,"('N/A', 'N/A')"
pritesh yadav,5,11 April 2025,good service keep it,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Tapan Usham,1,11 April 2025,Delivery takes too long it took me 40min I don't recommend,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",11 April 2025,"('N/A', 'N/A')"
snehal shrigiriwar,4,11 April 2025,nice experience,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,11 April 2025,"('N/A', 'N/A')"
Jitendra Kumar Sahu,4,11 April 2025,Good 👍,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",11 April 2025,"('N/A', 'N/A')"
Rahul Chavan,1,11 April 2025,Worst experience today,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,11 April 2025,"('N/A', 'N/A')"
Gulfaraz Khan,5,11 April 2025,mast,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",11 April 2025,"('N/A', 'N/A')"
Amaan Hussain,5,11 April 2025,very nice,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",11 April 2025,"('N/A', 'N/A')"
ashish diwaker,1,11 April 2025,very show service,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",11 April 2025,"('N/A', 'N/A')"
Bajrangi Sonwani,5,11 April 2025,wrong address delivery cancel ❌,"Hey there, thanks for your valuable feedback. Please elaborate more on the issue by dropping an email at swiggysocial@swiggy.in, so we can assist you better.",11 April 2025,"('N/A', 'N/A')"
Krishna Mani,5,11 April 2025,achi service dena,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",11 April 2025,"('N/A', 'N/A')"
Madhan Kumar,1,11 April 2025,very worst responsibility,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,11 April 2025,"('N/A', 'N/A')"
shweta Dora,1,11 April 2025,today I am forced to change my review had three been negative stars -100 would have been correct rating. pathetic response by chat support abusive delivery partner non responsive customer care,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",11 April 2025,"('N/A', 'N/A')"
Nivetha Amirtham,5,11 April 2025,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",11 April 2025,"('N/A', 'N/A')"
Arkuti Sukumar,4,11 April 2025,good 😊,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",11 April 2025,"('N/A', 'N/A')"
Sakshi Pansari,1,11 April 2025,sbse ghatiya app hai costomer support naam ki to koi chij hi ni hai or complaint krne pr koi response nhi,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,11 April 2025,"('N/A', 'N/A')"
Rohit Saraswat,1,11 April 2025,After an hour of waiting order was cancelled by Swiggy. If you can't deliver on time kindly don't accept,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",11 April 2025,"('N/A', 'N/A')"
Tirloki Kamboj,5,11 April 2025,Excellent 👍🏻,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
Sahil Khan,5,11 April 2025,good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,11 April 2025,"('N/A', 'N/A')"
AMIT KRISHNA GUPTA & CO.,1,11 April 2025,"swiggy instamart is pathetic app. first they will give you coupon. then after order, their delivery boy will mark the order as delivered and ate coupon money. on complaint, they will do nothing.","Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",11 April 2025,"('N/A', 'N/A')"
Shikha Khanna,1,11 April 2025,Long delivery time ..almost more than an hour... horrible customer service...the executive Aqib was extremely rude and was not ready to accept that it was a delay from their end..thy always say there are no executive s available in my area then why do they have an app ??? the Swiggy service is become even worse now..they don't even have delivery executives ..one delivery guy delivers 3 orders at a time and we receive cold n stale food,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,11 April 2025,3 people found this review helpful
Nareash Nareash,5,11 April 2025,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
Satish Tamori,5,11 April 2025,super,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,11 April 2025,"('N/A', 'N/A')"
sagar bhuse,4,11 April 2025,good service,"Hi there, thank you for the review and the stars. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email from your registered address at swiggysocial@swiggy.in. Looking forward to hearing from you. Keep Swiggying till then 😊",11 April 2025,"('N/A', 'N/A')"
Sachin Badhai,5,11 April 2025,I am thankful to you for taking so long to deliver,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Nikhil Pardeshi,1,11 April 2025,"I've been waiting on their customer support to resolve my delayed order for more than 10 mins but there's no response, it clearly shows they don't care about their customers. now on this their automated swiggysocial handle will respond to raise our concern but they won't resolve. They clearly fail to understand it's time sensitive.","Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",11 April 2025,"('N/A', 'N/A')"
Hatesh Kumar,5,11 April 2025,Hatesh Kumar very nice 👍👍👍,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
naved_ ansari06,5,11 April 2025,gd job,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",11 April 2025,"('N/A', 'N/A')"
Pankaj Kumar,5,11 April 2025,ok,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",11 April 2025,"('N/A', 'N/A')"
chetan chavan,5,11 April 2025,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Ankit Tiwari,1,11 April 2025,"delivery boy does not come to the given address, he goes to another location and call sir I m on location","Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",11 April 2025,"('N/A', 'N/A')"
Nitesh Ranjan,1,11 April 2025,Whenever trying to order always restaurants are closed 🔐,"Hi Nitesh, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",11 April 2025,"('N/A', 'N/A')"
Neeraj Sharma,1,11 April 2025,swigg is doing pickpocket work. deducting cancelation charge even when they are unable to deliver food on time.,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,11 April 2025,"('N/A', 'N/A')"
Y Kumar,1,11 April 2025,they didn't give me refund after I cancelled my order under 1 minute,"Hi Kumar, we are disappointed to know about your experience with us. Kindly write to us at swiggysocial@swiggy.in with the issue so that we can check and assist you.",11 April 2025,"('N/A', 'N/A')"
mohan patil,1,11 April 2025,everytime late delivery...bad delivery service,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",11 April 2025,"('N/A', 'N/A')"
Harsh Kamble,5,11 April 2025,best,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Prathamesh Bhabal,1,11 April 2025,too bad,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",11 April 2025,"('N/A', 'N/A')"
Mohd Rayyan,4,11 April 2025,It's Good For food.,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,11 April 2025,"('N/A', 'N/A')"
Fit Mom,1,11 April 2025,recived something else and no help by them,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,11 April 2025,"('N/A', 'N/A')"
Sukhman Chahal,5,11 April 2025,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,11 April 2025,"('N/A', 'N/A')"
mahesh parmar,5,11 April 2025,very good,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,11 April 2025,"('N/A', 'N/A')"
Mani Zmr,5,11 April 2025,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
Begum S,1,11 April 2025,one of the worst apps they cheat ppl without their notice the order gets places don't use this fraudulent app even customer care don't support you guys,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",11 April 2025,"('N/A', 'N/A')"
Kshitij Bhargava,1,11 April 2025,one of the worst delivery app . Can't deliver order on time nor there is an option to contact customer support. Swiggy Customer services has been reduced to hell and no one in right mind would be ordering from them!,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",11 April 2025,"('N/A', 'N/A')"
Vaibhav. Rompicharla,1,11 April 2025,please don't order in Swiggy,"Hi there, we request you to kindly have your order ID shared with us by writing to us at Swiggysocial@swiggy.in so that we can get to the bottom of this to check what transpired. It will help us get back to you with an apt resolution.",11 April 2025,"('N/A', 'N/A')"
Deepa Sharma,1,11 April 2025,very bad service..no issues are resolved.if there is an option for help in your aap then please do it .if your team is not able to help then remove the option for help. your team is never responding to the issues and asking for feedback without doing the job . shame on your service.. just making users fool by fake services. if not able to resolve the problem then remove the option for help. because your app is wasting time for the users.,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",11 April 2025,"('N/A', 'N/A')"
Pãnuganti Goutham,5,11 April 2025,excellent,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Nikita Singh,1,11 April 2025,My problem is not shovel here swiggy customers service is very very bad I'm gonna uninstall the swiggy app,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",11 April 2025,"('N/A', 'N/A')"
neeraj kumar,5,11 April 2025,very good 👍 👏 👌,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,11 April 2025,"('N/A', 'N/A')"
Rhic Chowdhury,1,11 April 2025,Customer service going down while pricing keeps going up,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",11 April 2025,"('N/A', 'N/A')"
Hrishi “#&!5#!”,1,11 April 2025,"very bad experience. i ordered food , they assigned it to a delivery guy. The delivery guy didn't deliver food but marked it as delivered. i immediately contacted the help line, and they told me that the delivery person said he’s no longer delivering for Swiggy. already its been 2 hours, i asked them either refund my money or compensate in any way, they simply said they can't do anything. Absolutely terrible service. Looter Swiggy the beggar. uninstalled this app.","Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",11 April 2025,"('N/A', 'N/A')"
karthik raja,1,11 April 2025,not even one star half star is worst,"Hi Karthik, we would like to make this 1 star to a 5 star experience for you, kindly write to swiggysocial@swiggy.in regarding the issues you have faced so that we can look into it right away.",11 April 2025,"('N/A', 'N/A')"
mission success,4,11 April 2025,thankyou,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,11 April 2025,"('N/A', 'N/A')"
Jitendra Gogoi,5,11 April 2025,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",11 April 2025,"('N/A', 'N/A')"
Shubham Kumar,1,11 April 2025,most useless app ever. first I order and my order gets cancelled after waiting for an hour then Swiggy executive takes another 1 hour to connect me to a customer care executive. the second order I place the delivery person is unable to reach the location. why are you running such company if you cannot manage it well.,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",11 April 2025,"('N/A', 'N/A')"
RuchikA Negi,1,11 April 2025,first i received incomplete order after rashing complaint on Swiggy they gave me refund of INR 20 only after 1 hr of chathing.... totally disappointed 😡,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",11 April 2025,"('N/A', 'N/A')"
vino aishu,5,11 April 2025,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",11 April 2025,"('N/A', 'N/A')"
